,index,A2P,A2V,A1P,A1V,B1P,B1V,B2P,B2V,Cash,Inventory,Position,Action,Order ID,Price,Volume,Type,Direction
10313,291834,1572200,300,1572100,200,1571700,500,1571500,200,999129027.0600004,1005616.0,{},Limit Order,188455405,1571500,10,1,1
10314,291848,1572500,300,1572400,31,1571700,700,1571600,100,999129027.0600004,1005616.0,{},Limit Order,188475045,1571600,10,1,1
10315,291854,1572500,300,1572400,31,1571700,800,1571600,210,999129027.0600004,1005616.0,"{188475045: (1571600, 10, 100, 0.47619047619047616)}",Limit Order,188487345,1572500,10,1,-1
10316,291855,1572500,310,1572400,31,1571700,800,1571600,210,999129027.0600004,1005616.0,"{188475045: (1571600, 10, 100, 0.47619047619047616), 188487345: (1572500, 10, 300, 0.967741935483871)}",Cancel Order,188475045,1571600,10,3,1
10317,291863,1572600,207,1572500,310,1571700,700,1571600,100,999129027.0600004,1005616.0,"{188487345: (1572500, 10, 200, 0.6451612903225806)}",Cancel Order,188487345,1572500,10,3,-1
10318,291868,1572600,117,1572500,400,1571700,600,1571600,100,999129027.0600004,1005616.0,{},Limit Order,188504361,1572500,200,1,-1
10319,291877,1572600,117,1572500,500,1571800,400,1571700,600,999129027.0600004,1005616.0,"{188504361: (1572500, 200, 300, 0.6)}",Cancel Order,188504361,1572500,200,3,-1
10320,291883,1572600,117,1572500,200,1572000,200,1571900,200,999129027.0600004,1005616.0,{},No action,,,,,
10321,291889,1572600,7,1572500,200,1572200,400,1572000,200,999129027.0600004,1005616.0,{},Limit Order,188532593,1572000,10,1,1
10322,291906,1572400,200,1572300,200,1572000,210,1571900,100,999129027.0600004,1005616.0,"{188532593: (1572000, 10, 100, 0.47619047619047616)}",Cancel Order,188532593,1572000,10,3,1
10323,291924,1572300,200,1572200,200,1571800,226,1571700,500,999129027.0600004,1005616.0,{},Limit Order,188565817,1572300,10,1,-1
10324,291958,1572200,400,1572100,300,1571600,300,1571500,100,999129027.0600004,1005616.0,{},Limit Order,188599841,1571500,10,1,1
10325,291962,1572100,200,1572000,202,1571600,300,1571500,110,999129027.0600004,1005616.0,"{188599841: (1571500, 10, 100, 0.9090909090909091)}",Cancel Order,188599841,1571500,10,3,1
10326,291969,1571900,300,1571800,100,1571600,200,1571500,100,999129027.0600004,1005616.0,{},No action,,,,,
10327,291970,1571900,200,1571800,100,1571600,200,1571500,100,999129027.0600004,1005616.0,{},Limit Order,188643073,1571900,10,1,-1
10328,291982,1572000,2,1571900,10,1571700,200,1571600,300,999129027.0600004,1005616.0,"{188643073: (1571900, 10, 0, 0.0)}",Cancel Order,188643073,1571900,10,3,-1
10329,292001,1572000,2,1571900,100,1571500,200,1571400,200,999129027.0600004,1005616.0,{},Limit Order,188661237,1571400,10,1,1
10330,292005,1571900,100,1571800,100,1571500,100,1571400,310,999129027.0600004,1005616.0,"{188661237: (1571400, 10, 200, 0.6451612903225806)}",No action,,,,,
10331,292019,1571900,100,1571800,100,1571500,200,1571400,210,999129027.0600004,1005616.0,"{188661237: (1571400, 10, 100, 0.47619047619047616)}",Limit Order,188682161,1571900,10,1,-1
10332,292020,1571900,110,1571800,100,1571500,200,1571400,210,999129027.0600004,1005616.0,"{188661237: (1571400, 10, 100, 0.47619047619047616), 188682161: (1571900, 10, 100, 0.9090909090909091)}",Cancel Order,188661237,1571400,10,3,1
10333,292024,1571900,110,1571800,100,1571500,200,1571400,100,999129027.0600004,1005616.0,"{188682161: (1571900, 10, 100, 0.9090909090909091)}",Cancel Order,188682161,1571900,10,3,-1
10334,292048,1571900,300,1571800,100,1571400,210,1571300,300,999129027.0600004,1005616.0,{},No action,,,,,
10335,292057,1571900,100,1571800,100,1571500,100,1571400,200,999129027.0600004,1005616.0,{},Limit Order,188712385,1571900,10,1,-1
10336,292062,1571900,210,1571800,100,1571400,200,1571300,300,999129027.0600004,1005616.0,"{188712385: (1571900, 10, 100, 0.47619047619047616)}",Cancel Order,188712385,1571900,10,3,-1
10337,292076,1571900,100,1571800,100,1571400,100,1571300,310,999129027.0600004,1005616.0,{},No action,,,,,
10338,292091,1571800,100,1571700,200,1571300,110,1571200,220,999129027.0600004,1005616.0,{},No action,,,,,
10339,292096,1571900,200,1571800,200,1571300,100,1571200,230,999129027.0600004,1005616.0,{},Limit Order,188787877,1571300,10,1,1
10340,292098,1571900,200,1571800,100,1571300,110,1571200,230,999129027.0600004,1005616.0,"{188787877: (1571300, 10, 100, 0.9090909090909091)}",Cancel Order,188787877,1571300,10,3,1
10341,292125,1571800,200,1571600,200,1571300,100,1571200,130,999129027.0600004,1005616.0,{},No action,,,,,
10342,292129,1571800,100,1571600,200,1571300,200,1571200,220,999129027.0600004,1005616.0,{},Limit Order,188821529,1571600,1,1,-1
10343,292131,1571800,100,1571600,201,1571300,200,1571200,120,999129027.0600004,1005616.0,"{188821529: (1571600, 1, 200, 0.9950248756218906)}",Limit Order,188832037,1571200,10,1,1
10344,292137,1571800,200,1571600,201,1571300,200,1571200,130,999129027.0600004,1005616.0,"{188821529: (1571600, 1, 100, 0.4975124378109453), 188832037: (1571200, 10, 120, 0.9230769230769231)}",Cancel Order,188832037,1571200,10,3,1
10345,292139,1571800,100,1571600,201,1571300,200,1571200,120,999129027.0600004,1005616.0,"{188821529: (1571600, 1, 100, 0.4975124378109453)}",Limit Order,188847065,1571200,10,1,1
10346,292167,1572000,202,1571800,100,1571400,100,1571300,400,999129184.2200004,1005615.0,{},Limit Order,188858925,1571300,10,1,1
10347,292187,1572100,413,1572000,100,1571600,300,1571500,100,999129184.2200004,1005615.0,{},Limit Order,188874589,1571700,2,1,1
10348,292205,1572100,307,1572000,100,1571700,102,1571600,300,999129184.2200004,1005615.0,"{188874589: (1571700, 2, 0, 0.0)}",Limit Order,188890537,1571600,100,1,1
10349,292209,1572100,307,1572000,100,1571700,202,1571600,400,999129184.2200004,1005615.0,"{188874589: (1571700, 2, 0, 0.0), 188890537: (1571600, 100, 300, 0.75)}",Cancel Order,188890537,1571600,100,3,1
10350,292211,1572100,307,1572000,100,1571700,202,1571600,200,999129184.2200004,1005615.0,"{188874589: (1571700, 2, 0, 0.0)}",Limit Order,188907029,1572100,100,1,-1
10351,292212,1572100,407,1572000,100,1571700,202,1571600,200,999129184.2200004,1005615.0,"{188874589: (1571700, 2, 0, 0.0), 188907029: (1572100, 100, 307, 0.7542997542997543)}",Cancel Order,188907029,1572100,100,3,-1
10352,292214,1572100,407,1572000,100,1571700,202,1571600,200,999129184.2200004,1005615.0,"{188874589: (1571700, 2, 0, 0.0)}",No action,,,,,
10353,292218,1572100,307,1572000,200,1571700,202,1571600,200,999129184.2200004,1005615.0,"{188874589: (1571700, 2, 0, 0.0)}",Limit Order,188921401,1572100,100,1,-1
10354,292219,1572100,407,1572000,200,1571700,202,1571600,200,999129184.2200004,1005615.0,"{188874589: (1571700, 2, 0, 0.0), 188921401: (1572100, 100, 307, 0.7542997542997543)}",Limit Order,188923297,1571600,10,1,1
10355,292221,1572100,407,1572000,200,1571700,102,1571600,210,999129184.2200004,1005615.0,"{188874589: (1571700, 2, 0, 0.0), 188921401: (1572100, 100, 307, 0.7542997542997543), 188923297: (1571600, 10, 200, 0.9523809523809523)}",Cancel Order,188921401,1572100,100,3,-1
10356,292222,1572100,307,1572000,200,1571700,102,1571600,210,999129184.2200004,1005615.0,"{188874589: (1571700, 2, 0, 0.0), 188923297: (1571600, 10, 200, 0.9523809523809523)}",Limit Order,188938597,1572100,100,1,-1
10357,292223,1572100,407,1572000,200,1571700,102,1571600,210,999129184.2200004,1005615.0,"{188874589: (1571700, 2, 0, 0.0), 188923297: (1571600, 10, 200, 0.9523809523809523), 188938597: (1572100, 100, 307, 0.7542997542997543)}",Cancel Order,188938597,1572100,100,3,-1
10358,292227,1572100,307,1572000,200,1571800,204,1571700,102,999129184.2200004,1005615.0,"{188874589: (1571700, 2, 0, 0.0)}",Limit Order,188947989,1571700,10,1,1
10359,292228,1572100,307,1572000,200,1571800,204,1571700,112,999129184.2200004,1005615.0,"{188874589: (1571700, 2, 0, 0.0), 188947989: (1571700, 10, 102, 0.9107142857142857)}",Cancel Order,188874589,1571700,2,3,1
10360,292288,1572300,406,1572200,500,1571600,100,1571500,200,999129184.2200004,1005615.0,{},Limit Order,188982445,1571500,10,1,1
10361,292295,1572200,500,1572100,20,1571600,300,1571500,210,999129184.2200004,1005615.0,"{188982445: (1571500, 10, 200, 0.9523809523809523)}",No action,,,,,
10362,292296,1572200,400,1572100,20,1571600,300,1571500,210,999129184.2200004,1005615.0,"{188982445: (1571500, 10, 200, 0.9523809523809523)}",Cancel Order,188982445,1571500,10,3,1
10363,292315,1572300,400,1572200,100,1571900,323,1571700,200,999129184.2200004,1005615.0,{},Limit Order,189014925,1571700,10,1,1
10364,292332,1572200,200,1572100,100,1571800,100,1571700,10,999129184.2200004,1005615.0,"{189014925: (1571700, 10, 0, 0.0)}",Cancel Order,189014925,1571700,10,3,1
10365,292342,1572200,300,1572100,100,1571600,200,1571500,100,999129184.2200004,1005615.0,{},Limit Order,189034209,1571500,10,1,1
10366,292355,1572300,200,1572200,200,1571800,400,1571700,100,999129184.2200004,1005615.0,{},Limit Order,189043013,1571700,10,1,1
10367,292360,1572300,200,1572200,200,1571800,200,1571700,310,999129184.2200004,1005615.0,"{189043013: (1571700, 10, 100, 0.3225806451612903)}",Limit Order,189059405,1572200,300,1,-1
10368,292363,1572300,200,1572200,500,1571800,100,1571700,210,999129184.2200004,1005615.0,"{189043013: (1571700, 10, 100, 0.47619047619047616), 189059405: (1572200, 300, 200, 0.4)}",No action,,,,,
10369,292367,1572300,200,1572200,600,1571700,110,1571600,200,999129184.2200004,1005615.0,"{189043013: (1571700, 10, 100, 0.9090909090909091), 189059405: (1572200, 300, 200, 0.3333333333333333)}",Cancel Order,189043013,1571700,10,3,1
10370,292370,1572300,200,1572200,600,1571700,100,1571600,200,999129184.2200004,1005615.0,"{189059405: (1572200, 300, 200, 0.3333333333333333)}",Limit Order,189073469,1571600,10,1,1
10371,292376,1572300,100,1572200,700,1571700,100,1571600,310,999129184.2200004,1005615.0,"{189059405: (1572200, 300, 200, 0.2857142857142857), 189073469: (1571600, 10, 200, 0.6451612903225806)}",Cancel Order,189073469,1571600,10,3,1
10372,292389,1572100,300,1572000,100,1571700,100,1571600,200,999129184.2200004,1005615.0,{},No action,,,,,
10373,292390,1572100,200,1572000,100,1571700,100,1571600,200,999129184.2200004,1005615.0,{},Limit Order,189127437,1571800,100,1,1
10374,292391,1572100,200,1572000,100,1571800,100,1571700,100,999129184.2200004,1005615.0,"{189127437: (1571800, 100, 0, 0.0)}",Cancel Order,189127437,1571800,100,3,1
10375,292412,1572000,100,1571800,200,1571600,100,1571300,200,999129184.2200004,1005615.0,{},Limit Order,189146285,1571600,100,1,1
10376,292432,1572100,100,1572000,104,1571700,300,1571600,200,999129184.2200004,1005615.0,"{189146285: (1571600, 100, 100, 0.5)}",Limit Order,189160589,1572000,100,1,-1
10377,292434,1572100,100,1572000,204,1571700,200,1571600,200,999129184.2200004,1005615.0,"{189146285: (1571600, 100, 100, 0.5), 189160589: (1572000, 100, 104, 0.5098039215686274)}",Limit Order,189174065,1571600,100,1,1
10378,292461,1572300,100,1572200,500,1571700,200,1571600,200,999144904.2200004,1005515.0,{},Limit Order,189197141,1572200,100,1,-1
10379,292464,1572300,118,1572200,600,1571700,100,1571600,200,999144904.2200004,1005515.0,"{189197141: (1572200, 100, 500, 0.8333333333333334)}",Limit Order,189219577,1571700,100,1,1
10380,292465,1572300,118,1572200,600,1571700,200,1571600,200,999144904.2200004,1005515.0,"{189197141: (1572200, 100, 500, 0.8333333333333334), 189219577: (1571700, 100, 100, 0.5)}",Cancel Order,189197141,1572200,100,3,-1
10381,292515,1572600,100,1572500,1010,1572400,100,1572200,100,999144904.2200004,1005515.0,{},Limit Order,189237937,1572600,10,1,-1
10382,292523,1572600,110,1572500,1110,1572200,200,1572100,200,999144904.2200004,1005515.0,"{189237937: (1572600, 10, 100, 0.9090909090909091)}",Cancel Order,189237937,1572600,10,3,-1
10383,292532,1572500,1010,1572400,200,1572100,200,1572000,7,999144904.2200004,1005515.0,{},Limit Order,189267921,1572200,100,1,1
10384,292536,1572500,1010,1572400,200,1572200,303,1572100,200,999144904.2200004,1005515.0,"{189267921: (1572200, 100, 0, 0.0)}",Cancel Order,189267921,1572200,100,3,1
10385,292538,1572500,1010,1572400,200,1572200,103,1572100,200,999144904.2200004,1005515.0,{},Limit Order,189272549,1572500,10,1,-1
10386,292541,1572500,1020,1572400,200,1572200,103,1572100,200,999144904.2200004,1005515.0,"{189272549: (1572500, 10, 1010, 0.9901960784313726)}",Cancel Order,189272549,1572500,10,3,-1
10387,292583,1572800,1150,1572600,100,1572400,102,1572300,200,999144904.2200004,1005515.0,{},Limit Order,189299081,1572800,10,1,-1
10388,292590,1572600,100,1572400,200,1572300,100,1572200,100,999144904.2200004,1005515.0,{},Limit Order,189311981,1572600,10,1,-1
10389,292593,1572600,110,1572400,200,1572200,100,1572100,100,999144904.2200004,1005515.0,"{189311981: (1572600, 10, 100, 0.9090909090909091)}",Cancel Order,189311981,1572600,10,3,-1
10390,292640,1572800,1150,1572700,300,1572300,100,1572100,410,999144904.2200004,1005515.0,{},No action,,,,,
10391,292667,1572400,400,1572300,200,1572000,232,1571900,200,999144904.2200004,1005515.0,{},No action,,,,,
10392,292670,1572400,400,1572300,200,1572000,332,1571900,200,999144904.2200004,1005515.0,{},Limit Order,189369129,1572400,200,1,-1
10393,292672,1572400,700,1572300,200,1572000,332,1571900,200,999144904.2200004,1005515.0,"{189369129: (1572400, 200, 400, 0.5714285714285714)}",Cancel Order,189369129,1572400,200,3,-1
10394,292674,1572400,500,1572300,200,1572000,332,1571900,100,999144904.2200004,1005515.0,{},Limit Order,189381629,1572100,100,1,-1
10395,292696,1572300,300,1572000,100,1571800,100,1571700,100,999160625.2200004,1005415.0,{},Limit Order,189388657,1571700,10,1,1
10396,292715,1572000,100,1571900,400,1571700,10,1571600,400,999160625.2200004,1005415.0,"{189388657: (1571700, 10, 0, 0.0)}",Cancel Order,189388657,1571700,10,3,1
10397,292720,1572000,100,1571900,400,1571600,210,1571400,200,999160625.2200004,1005415.0,{},No action,,,,,
10398,292781,1572300,100,1572200,100,1572000,300,1571900,100,999160625.2200004,1005415.0,{},Limit Order,189428301,1571900,10,1,1
10399,292783,1572300,100,1572200,100,1572000,300,1571900,210,999160625.2200004,1005415.0,"{189428301: (1571900, 10, 100, 0.47619047619047616)}",Cancel Order,189428301,1571900,10,3,1
10400,292793,1572200,200,1572100,100,1572000,100,1571900,220,999160625.2200004,1005415.0,{},Limit Order,189447533,1571900,10,1,1
10401,292884,1571900,200,1571800,10,1571600,130,1571500,100,999159053.3200004,1005425.0,{},Limit Order,189518321,1571600,100,1,1
10402,292885,1571900,200,1571800,10,1571600,230,1571500,100,999159053.3200004,1005425.0,"{189518321: (1571600, 100, 130, 0.5652173913043478)}",Cancel Order,189518321,1571600,100,3,1
10403,292912,1572000,400,1571900,100,1571600,100,1571500,200,999159053.3200004,1005425.0,{},No action,,,,,
10404,292926,1572100,100,1572000,477,1571600,100,1571500,300,999159053.3200004,1005425.0,{},Limit Order,189567297,1572100,10,1,-1
10405,292956,1572300,200,1572100,10,1571800,400,1571700,300,999159053.3200004,1005425.0,"{189567297: (1572100, 10, 0, 0.0)}",Cancel Order,189567297,1572100,10,3,-1
10406,292967,1572400,400,1572300,210,1571800,300,1571700,200,999159053.3200004,1005425.0,{},No action,,,,,
10407,292989,1572300,200,1572000,100,1571800,400,1571700,100,999159053.3200004,1005425.0,{},Limit Order,189618977,1572300,10,1,-1
10408,293010,1572100,300,1572000,100,1571600,200,1571500,400,999159053.3200004,1005425.0,{},Limit Order,189649989,1571500,10,1,1
10409,293011,1572100,300,1572000,100,1571600,200,1571500,410,999159053.3200004,1005425.0,"{189649989: (1571500, 10, 400, 0.975609756097561)}",No action,,,,,
10410,293016,1572100,200,1572000,600,1571600,300,1571500,410,999159053.3200004,1005425.0,"{189649989: (1571500, 10, 400, 0.975609756097561)}",Limit Order,189689997,1572100,10,1,-1
10411,293017,1572100,210,1572000,600,1571600,300,1571500,410,999159053.3200004,1005425.0,"{189649989: (1571500, 10, 400, 0.975609756097561), 189689997: (1572100, 10, 200, 0.9523809523809523)}",Cancel Order,189649989,1571500,10,3,1
10412,293019,1572100,210,1572000,600,1571600,400,1571500,400,999159053.3200004,1005425.0,"{189689997: (1572100, 10, 200, 0.9523809523809523)}",Cancel Order,189689997,1572100,10,3,-1
10413,293029,1572100,200,1572000,600,1571700,300,1571600,400,999159053.3200004,1005425.0,{},Limit Order,189721853,1572000,100,1,-1
10414,293041,1572000,700,1571900,300,1571600,200,1571500,400,999159053.3200004,1005425.0,"{189721853: (1572000, 100, 600, 0.8571428571428571)}",Limit Order,189743321,1571600,100,1,1
10415,293042,1572000,700,1571900,300,1571600,300,1571500,400,999159053.3200004,1005425.0,"{189721853: (1572000, 100, 600, 0.8571428571428571), 189743321: (1571600, 100, 200, 0.6666666666666666)}",Cancel Order,189743321,1571600,100,3,1
10416,293053,1572000,700,1571900,400,1571600,200,1571500,300,999159053.3200004,1005425.0,"{189721853: (1572000, 100, 600, 0.8571428571428571)}",No action,,,,,
10417,293063,1571900,100,1571800,987,1571600,300,1571500,300,999159053.3200004,1005425.0,{},Limit Order,189765097,1571500,10,1,1
10418,293069,1571900,100,1571800,987,1571600,300,1571500,210,999159053.3200004,1005425.0,"{189765097: (1571500, 10, 200, 0.9523809523809523)}",Market Order,189508265,1571600,50,4,1
10419,293104,1571700,200,1571600,88,1571400,100,1571200,100,999165339.8200004,1005385.0,{},No action,,,,,
10420,293108,1571800,900,1571600,88,1571400,100,1571200,100,999165339.8200004,1005385.0,{},Limit Order,189803157,1571800,10,1,-1
10421,293153,1571900,300,1571800,910,1571400,100,1571300,100,999165339.8200004,1005385.0,{},No action,,,,,
10422,293169,1571700,200,1571600,100,1571300,100,1571100,500,999165339.8200004,1005385.0,{},No action,,,,,
10423,293207,1571800,100,1571700,100,1571600,200,1571400,200,999165339.8200004,1005385.0,{},Limit Order,189860445,1571400,10,1,1
10424,293227,1571800,100,1571600,100,1571400,10,1571300,300,999165339.8200004,1005385.0,{},No action,,,,,
10425,293242,1571900,100,1571800,100,1571500,300,1571400,400,999165339.8200004,1005385.0,{},Limit Order,189893925,1571900,10,1,-1
10426,293311,1572300,200,1572100,107,1571700,350,1571600,100,999166911.7200004,1005375.0,{},No action,,,,,
10427,293330,1572400,306,1572100,107,1571900,300,1571700,350,999166911.7200004,1005375.0,{},Limit Order,189952269,1572400,100,1,-1
10428,293347,1572000,100,1571900,50,1571700,350,1571600,200,999166911.7200004,1005375.0,{},No action,,,,,
10429,293372,1572100,307,1572000,200,1571500,100,1571400,100,999166911.7200004,1005375.0,{},No action,,,,,
10430,293389,1572100,107,1572000,100,1571600,500,1571500,400,999166911.7200004,1005375.0,{},Limit Order,189986581,1572100,10,1,-1
10431,293393,1572100,117,1572000,100,1571600,300,1571500,300,999166911.7200004,1005375.0,"{189986581: (1572100, 10, 107, 0.9145299145299145)}",No action,,,,,
10432,293400,1572100,117,1572000,100,1571500,300,1571400,200,999166911.7200004,1005375.0,"{189986581: (1572100, 10, 107, 0.9145299145299145)}",Cancel Order,189986581,1572100,10,3,-1
10433,293404,1572100,107,1572000,100,1571600,200,1571500,200,999166911.7200004,1005375.0,{},No action,,,,,
10434,293412,1572100,107,1572000,100,1571500,200,1571400,100,999166911.7200004,1005375.0,{},Limit Order,190022645,1571400,100,1,1
10435,293421,1572100,107,1572000,100,1571600,100,1571500,200,999166911.7200004,1005375.0,{},Limit Order,190031345,1572100,10,1,-1
10436,293432,1572100,117,1572000,100,1571700,100,1571600,200,999166911.7200004,1005375.0,"{190031345: (1572100, 10, 107, 0.9145299145299145)}",Limit Order,190057845,1571700,100,1,1
10437,293537,1572300,300,1572200,325,1571500,300,1571400,200,999168483.8200004,1005365.0,{},Limit Order,190112445,1571500,100,1,1
10438,293540,1572200,225,1571600,100,1571500,400,1571400,200,999168483.8200004,1005365.0,"{190112445: (1571500, 100, 300, 0.75)}",Cancel Order,190112445,1571500,100,3,1
10439,293572,1572000,306,1571900,317,1571300,400,1571200,200,999168483.8200004,1005365.0,{},Limit Order,190134665,1571200,10,1,1
10440,293582,1572000,200,1571900,100,1571300,500,1571200,110,999168483.8200004,1005365.0,"{190134665: (1571200, 10, 100, 0.9090909090909091)}",Cancel Order,190134665,1571200,10,3,1
10441,293619,1572200,200,1572100,200,1571600,400,1571500,300,999168483.8200004,1005365.0,{},Limit Order,190161305,1572200,10,1,-1
10442,293629,1572200,210,1572100,300,1571800,100,1571500,600,999168483.8200004,1005365.0,"{190161305: (1572200, 10, 200, 0.9523809523809523)}",Limit Order,190169777,1572100,100,1,-1
10443,293632,1572200,210,1572100,300,1571800,100,1571500,500,999168483.8200004,1005365.0,"{190161305: (1572200, 10, 200, 0.9523809523809523), 190169777: (1572100, 100, 200, 0.6666666666666666)}",Cancel Order,190169777,1572100,100,3,-1
10444,293637,1572200,210,1572100,300,1571800,100,1571600,100,999168483.8200004,1005365.0,"{190161305: (1572200, 10, 200, 0.9523809523809523)}",Market Order,190160289,1572100,100,4,-1
10445,293664,1572400,500,1572300,149,1572000,200,1571900,100,999154335.0200005,1005455.0,{},Limit Order,190191245,1572400,10,1,-1
10446,293669,1572400,410,1572300,249,1572000,100,1571800,100,999154335.0200005,1005455.0,"{190191245: (1572400, 10, 400, 0.975609756097561)}",Cancel Order,190191245,1572400,10,3,-1
10447,293676,1572400,400,1572300,49,1572000,100,1571900,100,999154335.0200005,1005455.0,{},Limit Order,190211249,1572400,10,1,-1
10448,293694,1572200,300,1572100,10,1571700,200,1571600,100,999154335.0200005,1005455.0,{},Limit Order,190219921,1571600,10,1,1
10449,293721,1572300,149,1572200,200,1571700,300,1571600,210,999154335.0200005,1005455.0,{},Limit Order,190234141,1572300,10,1,-1
10450,293741,1572400,600,1572300,259,1571700,200,1571600,100,999154335.0200005,1005455.0,"{190234141: (1572300, 10, 149, 0.5752895752895753)}",Cancel Order,190234141,1572300,10,3,-1
10451,293747,1572300,249,1572100,100,1571700,200,1571600,200,999154335.0200005,1005455.0,{},Limit Order,190258221,1572300,10,1,-1
10452,293760,1572400,400,1572300,259,1571800,400,1571700,200,999154335.0200005,1005455.0,"{190258221: (1572300, 10, 249, 0.9613899613899614)}",Cancel Order,190258221,1572300,10,3,-1
10453,293766,1572400,400,1572300,291,1572000,300,1571800,200,999154335.0200005,1005455.0,{},Limit Order,190283921,1571800,10,1,1
10454,293769,1572400,400,1572300,291,1572000,200,1571800,310,999154335.0200005,1005455.0,"{190283921: (1571800, 10, 200, 0.6451612903225806)}",No action,,,,,
10455,293770,1572400,400,1572300,291,1572000,200,1571800,210,999154335.0200005,1005455.0,"{190283921: (1571800, 10, 100, 0.47619047619047616)}",Market Order,190279165,1572000,200,4,1
10456,293790,1572300,291,1572200,100,1571900,200,1571800,210,999185775.0200005,1005255.0,"{190283921: (1571800, 10, 0, 0.0)}",Cancel Order,190283921,1571800,10,3,1
10457,293801,1572400,806,1572300,291,1571900,200,1571800,200,999185775.0200005,1005255.0,{},Limit Order,190325461,1571800,10,1,1
10458,293815,1572400,400,1572300,291,1571900,200,1571800,310,999185775.0200005,1005255.0,{},No action,,,,,
10459,293823,1572400,400,1572300,491,1571900,100,1571800,100,999185775.0200005,1005255.0,{},Limit Order,190338133,1571800,10,1,1
10460,293839,1572400,500,1572300,291,1571900,100,1571800,110,999185775.0200005,1005255.0,"{190338133: (1571800, 10, 100, 0.9090909090909091)}",Limit Order,190349053,1571900,100,1,1
10461,293840,1572400,500,1572300,291,1571900,200,1571800,110,999185775.0200005,1005255.0,"{190338133: (1571800, 10, 100, 0.9090909090909091), 190349053: (1571900, 100, 100, 0.5)}",Cancel Order,190349053,1571900,100,3,1
10462,293849,1572300,291,1572200,200,1571900,100,1571800,110,999185775.0200005,1005255.0,"{190338133: (1571800, 10, 100, 0.9090909090909091)}",No action,,,,,
10463,293853,1572300,296,1572200,100,1571800,210,1571700,200,999185775.0200005,1005255.0,"{190338133: (1571800, 10, 100, 0.47619047619047616)}",Cancel Order,190338133,1571800,10,3,1
10464,293863,1572300,291,1572200,200,1571900,100,1571800,200,999185775.0200005,1005255.0,{},Limit Order,190380449,1571800,100,1,1
10465,293865,1572300,291,1572200,100,1571900,100,1571800,300,999185775.0200005,1005255.0,"{190380449: (1571800, 100, 200, 0.6666666666666666)}",Cancel Order,190380449,1571800,100,3,1
10466,293866,1572300,291,1572200,100,1571900,100,1571800,200,999185775.0200005,1005255.0,{},No action,,,,,
10467,293885,1572300,291,1572200,200,1571900,300,1571800,200,999185775.0200005,1005255.0,{},Market Order,190394013,1572200,100,4,-1
10468,293928,1572700,100,1572600,100,1572500,100,1572200,100,999170053.0200005,1005355.0,{},Limit Order,190443789,1572200,100,1,1
10469,293951,1572700,100,1572600,300,1572300,200,1572100,500,999170053.0200005,1005355.0,{},Limit Order,190467529,1572200,100,1,1
10470,293965,1572900,1000,1572800,1050,1572600,300,1572400,100,999170053.0200005,1005355.0,{},Limit Order,190504577,1572900,10,1,-1
10471,294010,1573000,106,1572900,1010,1572600,110,1572500,200,999170053.0200005,1005355.0,{},No action,,,,,
10472,294025,1573000,110,1572900,1000,1572600,200,1572400,100,999170053.0200005,1005355.0,{},No action,,,,,
10473,294072,1572800,100,1572700,200,1572200,107,1572100,700,999170053.0200005,1005355.0,{},Limit Order,190578133,1572200,100,1,1
10474,294078,1572800,100,1572700,200,1572300,300,1572200,207,999170053.0200005,1005355.0,"{190578133: (1572200, 100, 107, 0.5169082125603864)}",Cancel Order,190578133,1572200,100,3,1
10475,294080,1572800,100,1572700,200,1572300,400,1572200,107,999170053.0200005,1005355.0,{},Limit Order,190591909,1572200,100,1,1
10476,294082,1572800,100,1572700,100,1572300,400,1572200,207,999170053.0200005,1005355.0,"{190591909: (1572200, 100, 107, 0.5169082125603864)}",Limit Order,190603441,1572700,1,1,-1
10477,294083,1572800,100,1572700,101,1572300,400,1572200,207,999170053.0200005,1005355.0,"{190591909: (1572200, 100, 107, 0.5169082125603864), 190603441: (1572700, 1, 100, 0.9900990099009901)}",No action,,,,,
10478,294091,1572800,100,1572700,101,1572400,200,1572300,100,999170053.0200005,1005355.0,"{190603441: (1572700, 1, 100, 0.9900990099009901)}",No action,,,,,
10479,294092,1572800,100,1572700,101,1572400,100,1572300,100,999170053.0200005,1005355.0,"{190603441: (1572700, 1, 100, 0.9900990099009901)}",Limit Order,190651205,1572800,10,1,-1
10480,294111,1572800,110,1572700,1,1572500,105,1572400,400,999170053.0200005,1005355.0,"{190603441: (1572700, 1, 0, 0.0), 190651205: (1572800, 10, 100, 0.9090909090909091)}",Limit Order,190668685,1572400,10,1,1
10481,294112,1572800,110,1572700,1,1572500,105,1572400,410,999170053.0200005,1005355.0,"{190603441: (1572700, 1, 0, 0.0), 190651205: (1572800, 10, 100, 0.9090909090909091), 190668685: (1572400, 10, 400, 0.975609756097561)}",Cancel Order,190651205,1572800,10,3,-1
10482,294132,1573100,950,1572900,1000,1572600,200,1572500,200,999170210.2900004,1005354.0,{},Limit Order,190680673,1573100,10,1,-1
10483,294133,1573100,960,1572900,1000,1572600,200,1572500,200,999170210.2900004,1005354.0,"{190680673: (1573100, 10, 950, 0.9895833333333334)}",Cancel Order,190680673,1573100,10,3,-1
10484,294137,1573100,950,1572900,1000,1572600,200,1572500,210,999170210.2900004,1005354.0,{},No action,,,,,
10485,294149,1573100,860,1572900,1000,1572700,300,1572600,400,999170210.2900004,1005354.0,{},No action,,,,,
